1,19970101
1,19970118
1,19970802
1,19971212
2,19970101
2,19970113
3,19970101
4,19970101
5,19970101
6,19970101
6,19970111
6,19970315
6,19970416
6,19970424
6,19970623
6,19970722
6,19970726
6,19971025
6,19971206
6,19980118
6,19980215
6,19980221
6,19980226
6,19980510
6,19980620
7,19970101
7,19970205
8,19970101
8,19980304
8,19980307
9,19970101
9,19970501
9,19970908
9,19980210
9,19980211
10,19970101
11,19970101
11,19970127
11,19970201
11,19970302
11,19970504
11,19970621
11,19971111
12,19970101
13,19970101
13,19971130
13,19971213
13,19971221
13,19971224
13,19980224
13,19980318
13,19980527
14,19970101
15,19970101
16,19970101
17,19970101
17,19970206
17,19970211
17,19970212
17,19970228
17,19970311
17,19970527
17,19970531
17,19970708
17,19970807
17,19970828
17,19971229
17,19980106
18,19970101
18,19970204
19,19970102
19,19970223
19,19970420
19,19970719
19,19980215
19,19980505
20,19970102
21,19970102
21,19970302
21,19970414
22,19970102
23,19970102
24,19970102
25,19970102
25,19971221
26,19970102
26,19970113
26,19970113
27,19970102
28,19970102
28,19970727
29,19970102
30,19970102
30,19970212
31,19970102
32,19970102
33,19970102
34,19970102
35,19970102
35,19970711
35,19980614
36,19970102
37,19970102
38,19970102
38,19970117
39,19970102
39,19971009
40,19970102
41,19970103
42,19970103
43,19970103
44,19970103
45,19970103
45,19970623
46,19970103
46,19970114
46,19970121
46,19970127
46,19970204
46,19970411
46,19970627
46,19970710
46,19970714
46,19970729
46,19970731
46,19970828
46,19970828
46,19970901
46,19971013
46,19971028
46,19971214
46,19980110
46,19980213
46,19980301
46,19980305
46,19980325
46,19980415
46,19980531
47,19970103
48,19970103
49,19970103
49,19970114
50,19970103
51,19970103
51,19980411
51,19980411
52,19970103
53,19970103
53,19980410
54,19970103
55,19970103
56,19970103
56,19970706
56,19970823
57,19970103
57,19970202
57,19980420
58,19970104
59,19970104
59,19970930
59,19971124
59,19980319
60,19970104
61,19970104
61,19970120
61,19970120
61,19970224
61,19970224
61,19970303
61,19970729
61,19971217
61,19971218
61,19971222
62,19970104
63,19970104
63,19970427
63,19980330
64,19970104
65,19970104
66,19970104
67,19970104
67,19970126
67,19970601
67,19971112
68,19970104
69,19970104
70,19970104
70,19970111
70,19970602
70,19970728
70,19980418
71,19970104
72,19970104
73,19970104
73,19970214
73,19971207
74,19970104
75,19970104
75,19970209
76,19970104
77,19970104
78,19970105
79,19970105
79,19970307
79,19970322
79,19970503
80,19970105
81,19970105
82,19970105
82,19970226
83,19970105
84,19970105
85,19970105
86,19970105
86,19970203
86,19970205
86,19970225
86,19970227
86,19970318
86,19970624
